"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_symbol"
"ENSG00000134539",0.850277206568335,2.9200956819496,2.72988049293665,0.00740593553458054,0.0601300569051176,-2.63839637175858,"KLRD1"
"ENSG00000134545",0.739473968650561,2.70041906257953,1.91484588240939,0.0581726469542329,0.201752013009379,-4.36186200231112,"KLRC1"
"ENSG00000134571",0.756425265057398,2.02561469260026,2.91187423740722,0.00437008457340041,0.0436451403857134,-2.16674880790895,"MYBPC3"
"ENSG00000134574",-0.196068899652801,3.9826195339507,-0.628942294365642,0.530722356627423,0.710987375254486,-5.97069864454763,"DDB2"
"ENSG00000134590",-1.30075633671039,3.29316571843292,-3.98013019456008,0.000125463316837658,0.00416527579416547,0.967323191454742,"RTL8C"
"ENSG00000134594",0.0178949847802514,0.791460786957321,0.0545265216286943,0.956616985887566,0.977578464122744,-6.05041638477219,"RAB33A"
"ENSG00000134597",-0.246410146172785,1.93960368660664,-0.764755781412193,0.446094198240022,0.64533752644213,-5.75998650653762,"RBMX2"
"ENSG00000134602",0.217245576015206,3.65349326427426,0.674887332659662,0.501197726213708,0.689029095954632,-5.90848372692191,"STK26"
"ENSG00000134627",0.693975591305789,1.6706683553566,2.33160547259499,0.0215874995900343,0.112731849904187,-3.52259002108623,"PIWIL4"
"ENSG00000134644",-0.185989422279421,5.20304594043179,-1.15665306729553,0.249980532496654,0.46258797168429,-5.63229570178931,"PUM1"
"ENSG00000134668",-0.790650308314781,1.85869966562039,-2.35038546951398,0.0205801300937441,0.109069949407415,-3.4788004240354,"SPOCD1"
"ENSG00000134684",-0.153237471330335,4.71431911213804,-0.745323227371505,0.457704448075393,0.655218306993175,-5.96277959786684,"YARS1"
"ENSG00000134686",-0.14174466212374,7.0213610604463,-0.687499799884199,0.493249928968594,0.682765141701082,-6.18387526578734,"PHC2"
"ENSG00000134697",-0.113758375738236,4.08537622346072,-0.438760200791837,0.661716732133742,0.804180331358441,-6.07303191247991,"GNL2"
"ENSG00000134698",-0.0454180600112115,4.51014874777954,-0.147291045743555,0.883178464590354,0.938139801700893,-6.20001443153827,"AGO4"
"ENSG00000134709",-0.924626219922859,1.99713413623663,-2.37816635678581,0.0191661568599425,0.104919965003307,-3.42202642915023,"HOOK1"
"ENSG00000134717",-0.421439128836036,4.5127350940475,-2.16558794591334,0.0325552942409743,0.142338577219885,-3.9845191029784,"BTF3L4"
"ENSG00000134744",0.00766083054467092,4.55302273093189,0.0426380321061299,0.966069251316257,0.982496441337341,-6.21480253290687,"TUT4"
"ENSG00000134748",-0.0951526169135302,3.77479357182937,-0.417373472481527,0.677238459859836,0.814578344028525,-6.05357466094099,"PRPF38A"
"ENSG00000134755",0.0173690295493669,3.71628347277767,0.0541056626790487,0.956951503556113,0.977729025280322,-6.12962060303701,"DSC2"
"ENSG00000134758",-0.0592344254664769,4.21556536956027,-0.203531681509023,0.839104643558785,0.914884484897829,-6.1598932563141,"RNF138"
"ENSG00000134759",-0.148620835119788,4.31604400058394,-0.515312242911768,0.607393970154615,0.767087610358695,-6.063320580566,"ELP2"
"ENSG00000134769",0.169919950456667,1.80481932737089,0.449146242098568,0.654231244132803,0.799842584934556,-5.94391496738201,"DTNA"
"ENSG00000134779",-0.757088464208967,4.16998242817892,-2.95182866663759,0.00387989769485297,0.0404780272159427,-2.12908173124621,"TPGS2"
"ENSG00000134802",0.236964373095578,6.9588953853253,1.14868470061498,0.253238053241706,0.465482732468919,-5.76948320253135,"SLC43A3"
"ENSG00000134809",0.80200952817389,2.57379652862356,1.9479184460135,0.0540348027053572,0.193360438089278,-4.29664154182333,"TIMM10"
"ENSG00000134812",0.906653190755464,1.3944035548129,2.49935395493559,0.0139554205072109,0.087753386576242,-3.15410332718039,"CBLIF"
"ENSG00000134815",0.18867303253552,4.68134176866299,0.69290675387137,0.489863792762406,0.679889604747446,-5.99794559631155,"DHX34"
"ENSG00000134824",0.596640797692789,1.92651697223616,1.57173854545564,0.118952838206655,0.305740682483266,-4.87624372015339,"FADS2"
"ENSG00000134825",-0.723472448159359,4.84245919858633,-2.07978577800776,0.0399257394629557,0.160786733143777,-4.17839059221408,"TMEM258"
"ENSG00000134827",0.315526384253549,2.71803173259382,0.917896208178405,0.360730058790706,0.569019531029833,-5.66658177105392,"TCN1"
"ENSG00000134830",-0.0631816884626458,4.19843264350903,-0.254838832272794,0.799334946230394,0.890985683059516,-6.14822228439939,"C5AR2"
"ENSG00000134851",0.0966914606605982,6.94925365417427,0.587275027096157,0.558251694655961,0.730932825472836,-6.24327406353015,"TMEM165"
"ENSG00000134852",-0.202840457543614,2.93825844812037,-0.68673876978677,0.493727546996238,0.682951313079573,-5.84059030517387,"CLOCK"
"ENSG00000134871",1.02629741404405,3.63585289004544,2.88536797563432,0.00472603091480434,0.0459980772888099,-2.29283800695868,"COL4A2"
"ENSG00000134873",-0.115582580510231,2.77390528734774,-0.351524277491752,0.725883809790683,0.846135483107938,-6.00275980655423,"CLDN10"
"ENSG00000134882",0.0210601804425947,4.75204758384698,0.11930960766438,0.90525297061304,0.949179506637932,-6.22908354319977,"UBAC2"
"ENSG00000134884",0.18713022430131,4.06640004777111,0.722152340610465,0.471770355467673,0.665933260966409,-5.91818308566017,"ARGLU1"
"ENSG00000134897",0.515965828578183,2.7259919895634,1.64577101217687,0.102734574848178,0.280298788455941,-4.78836032227357,"BIVM"
"ENSG00000134899",-0.0357221023371917,3.94822927146438,-0.15417717035479,0.877759404649232,0.935170646644919,-6.14405264958,"ERCC5"
"ENSG00000134900",-0.0995240558313377,4.38648461440005,-0.460278044203812,0.646247249407869,0.794063702518726,-6.0962360199125,"TPP2"
"ENSG00000134905",0.162807695157424,5.27094656035266,0.868368368899629,0.38712910422218,0.592946637393625,-5.92319731749023,"CARS2"
"ENSG00000134909",-1.52043671932889,2.11131841935297,-4.77853653638893,5.63190929234819e-06,0.000592295426920109,3.77369096282604,"ARHGAP32"
"ENSG00000134910",-0.254322076650552,5.22350019171632,-1.19663731494287,0.234082970385821,0.445967190996452,-5.58748117330312,"STT3A"
"ENSG00000134954",0.143722560373972,4.24951236533205,0.578508380881575,0.56413218677351,0.735275193704588,-6.02573827869099,"ETS1"
"ENSG00000134955",-0.490797275424423,2.89757424519649,-1.71072728137257,0.0900186434553928,0.257820611534603,-4.68773954829083,"SLC37A2"
"ENSG00000134970",-0.911927173245709,4.38485708416674,-3.28029383395928,0.00139869768465722,0.0209137335100941,-1.23504096259665,"TMED7"
"ENSG00000134982",0.262539890112382,4.14534650713994,1.27842770190312,0.203854660324512,0.412698512153173,-5.39435323149568,"APC"
"ENSG00000134986",0.390953009681824,2.14688320054664,1.19783591707888,0.233617887483442,0.445514457449864,-5.36432068324149,"NREP"
"ENSG00000134987",-0.65797815288544,1.63724876389188,-2.3990796453634,0.0181592314447962,0.102264859151662,-3.37394085848159,"WDR36"
"ENSG00000134996",-0.336810248137223,6.36768547979472,-1.4526492928648,0.149236734421035,0.347346486415031,-5.34948567954066,"OSTF1"
"ENSG00000135002",-0.61955557897764,2.90994777333307,-2.01676471054705,0.0462154627669798,0.175775801349168,-4.15874615607149,"RFK"
"ENSG00000135018",-0.669310404855683,4.95375949265056,-2.81468412067322,0.00580920577558757,0.0522861886866497,-2.53568945442715,"UBQLN1"
"ENSG00000135040",0.197591948331409,2.12414007021192,0.76579609588122,0.445477480297784,0.644810875852008,-5.7635728293546,"NAA35"
"ENSG00000135046",-1.25348680105362,8.66552618988526,-5.17539259162011,1.0664933530038e-06,0.000211543681538855,5.2733140055765,"ANXA1"
"ENSG00000135047",-1.57089856003642,8.36994763778457,-4.76513309029414,5.94965793681167e-06,0.000617424767349926,3.6544673180351,"CTSL"
"ENSG00000135048",0.0354905076685579,5.34586782941937,0.183996612311218,0.854363084988205,0.922061751811998,-6.27827455476159,"CEMIP2"
"ENSG00000135049",0.128635257931006,5.84568307348186,0.589458388319431,0.556791853307113,0.73002082800616,-6.16744592038755,"AGTPBP1"
"ENSG00000135052",-0.449927840379088,4.23419604736562,-1.73198696600206,0.0861470893787913,0.251386942873063,-4.74709658797703,"GOLM1"
"ENSG00000135070",0.558604851711081,3.19291490373972,2.01006837212025,0.0469310278015867,0.177537130181375,-4.20389045761228,"ISCA1"
"ENSG00000135074",0.197078371847848,3.69800778763005,0.68173471239464,0.496874306312276,0.685087582922425,-5.91193190484768,"ADAM19"
"ENSG00000135077",-0.440441444163383,4.91712224163501,-1.60047387742122,0.112431217910926,0.294762788131874,-5.01500693482694,"HAVCR2"
"ENSG00000135083",0.0501886629002472,2.9885956592719,0.168631551884871,0.866403651960025,0.928247314796499,-6.0600965971468,"CCNJL"
"ENSG00000135090",0.0271281391741369,5.59196667939444,0.150389915973448,0.880739095893355,0.937110599270126,-6.30518247335991,"TAOK3"
"ENSG00000135093",-0.39384195361884,2.28531428572085,-1.20994343514973,0.228957126216679,0.440161718539487,-5.34490613382132,"USP30"
"ENSG00000135094",-1.07584571811235,3.90986532098121,-2.86273065931135,0.00505088429123878,0.0481431610971483,-2.34428145568926,"SDS"
"ENSG00000135108",0.21414917439838,2.08534894394824,0.68979908593179,0.491808436162463,0.681520887395278,-5.81470677588415,"FBXO21"
"ENSG00000135114",0.605681388350479,3.63625764534491,1.60455451632152,0.111528724837927,0.293329157134998,-4.90883916746672,"OASL"
"ENSG00000135119",0.355795345021925,2.78731474956738,0.917203718167522,0.361091089369411,0.569230938758728,-5.68240547514201,"RNFT2"
"ENSG00000135124",0.039633723551708,5.72816666833288,0.216460550128288,0.829039414150681,0.908528401968052,-6.30170675878933,"P2RX4"
"ENSG00000135127",0.735231785014504,2.84407760606978,2.23436148354903,0.0275305466673912,0.128508688197206,-3.74733535849472,"BICDL1"
"ENSG00000135148",0.765966772035881,4.47434129676898,2.91578523854812,0.00431970196857296,0.0433908524663707,-2.25401704178614,"TRAFD1"
"ENSG00000135164",-0.165184078845496,5.46029667904316,-0.628433364926925,0.531054342345101,0.711249704662199,-6.10694762867685,"DMTF1"
"ENSG00000135185",-0.203601715372106,2.66963686668582,-0.631121948947195,0.529301729959963,0.709812418354525,-5.8769184891201,"TMEM243"
"ENSG00000135205",-0.704940392635891,3.70355982324107,-2.01582692173726,0.046315109740329,0.175941277486292,-4.20389974451032,"CCDC146"
"ENSG00000135211",-0.411061127424178,2.65954380913647,-1.07373113952587,0.285349859329164,0.498005911793438,-5.50926828845181,"TMEM60"
"ENSG00000135218",-1.44294194315409,5.11404869324518,-4.96444339758179,2.60685978546231e-06,0.000374600911320714,4.4944144907359,"CD36"
"ENSG00000135241",0.0207822708684291,5.65179733784734,0.0793300888885987,0.936917707122004,0.967543196955437,-6.31845165572594,"PNPLA8"
"ENSG00000135245",-0.161887780170656,3.18936833758227,-0.401313899266191,0.68898644336948,0.822584195626648,-6.01982903935058,"HILPDA"
"ENSG00000135249",0.125647277047301,2.92888272861142,0.445509088236272,0.65684867471233,0.801518780640338,-5.97457172791137,"RINT1"
"ENSG00000135250",-0.0826825992978763,4.97158392111434,-0.393181305199426,0.694965000978364,0.826447716880243,-6.18136024768454,"SRPK2"
"ENSG00000135269",-0.0598700876900008,5.64275196352904,-0.332284895183995,0.74032182848534,0.854631634987985,-6.26498858396543,"TES"
"ENSG00000135272",-0.61624225777726,3.3213045786613,-2.01297200567367,0.0466195955051096,0.176840731436714,-4.18521515654319,"MDFIC"
"ENSG00000135297",0.350112812522926,4.01637457925083,0.996240070525544,0.321372923444386,0.53429133327974,-5.69108615413718,"MTO1"
"ENSG00000135299",0.573064466034728,4.17828501716432,1.67901205009722,0.0960570397100431,0.269124586493183,-4.84257676970749,"ANKRD6"
"ENSG00000135314",0.586972413423629,1.21699741120562,2.07013898042847,0.0408379934051205,0.163122956068886,-4.04455459270704,"KHDC1"
"ENSG00000135315",0.352241008018906,2.50193256596203,1.40667140410351,0.16241206835166,0.364039066095052,-5.12141883797366,"CEP162"
"ENSG00000135316",-0.908345814847596,4.21883276637818,-3.46766506859173,0.00075634568047871,0.013733414615413,-0.676545408463928,"SYNCRIP"
"ENSG00000135317",-0.355607597195651,5.12733482528085,-1.72830028199137,0.0868085162314437,0.252279200546499,-4.83426410443592,"SNX14"
"ENSG00000135318",-0.36654838031957,1.19781011180125,-1.21331049830868,0.227672991551588,0.439039598524906,-5.35201031150926,"NT5E"
"ENSG00000135334",0.311981722238424,6.89787020977325,1.36677764367091,0.174549489623435,0.378577300143953,-5.50066581108883,"AKIRIN2"
"ENSG00000135336",-0.0396830967442204,2.61054887872611,-0.135935371214735,0.892126853383491,0.943047799912598,-6.05473523212498,"ORC3"
"ENSG00000135341",-0.331806443251015,2.50769158141681,-1.278705091042,0.203757288094766,0.412569673658739,-5.27644283034383,"MAP3K7"
"ENSG00000135362",1.0455322629041,3.55161856229264,2.89910565195614,0.00453835683537249,0.0448398812170788,-2.25063944412872,"PRR5L"
"ENSG00000135363",0.110343416965318,3.61035829223322,0.407248369219053,0.684636175532138,0.819826445864939,-6.04628513461568,"LMO2"
"ENSG00000135365",0.156568720645743,6.51430010532443,0.774924294932239,0.440087283484211,0.639995363420453,-6.09169163733675,"PHF21A"
"ENSG00000135372",-0.185787329054113,2.88256510371188,-0.56357405731731,0.57421894843988,0.742532672227507,-5.91018022761416,"NAT10"
"ENSG00000135373",-1.71985269972851,3.42161014398281,-4.29122418712829,3.90298192734537e-05,0.00196024765389429,2.02018321182974,"EHF"
"ENSG00000135378",0.186095890567402,2.26664322980369,0.771121178824111,0.442328397381247,0.641904851133841,-5.76246015828103,"PRRG4"
"ENSG00000135387",-0.533571291587855,5.63921616551823,-2.6836828805009,0.00843488545254017,0.0647914975692669,-2.91309304906895,"CAPRIN1"
"ENSG00000135390",-0.568192080069945,5.65730129805222,-2.41729090179799,0.0173209564509761,0.0993482385017555,-3.53867873316892,"ATP5MC2"
"ENSG00000135392",0.053137069946061,3.48879602643599,0.217431483328237,0.828284660260845,0.908209406359768,-6.09018474226495,"DNAJC14"
"ENSG00000135404",-0.393602338811612,9.31082141228583,-2.28262795924238,0.0244221495797058,0.12038222205536,-4.0077109998327,"CD63"
"ENSG00000135407",0.918877186847932,2.67458886219972,2.89468003111748,0.00459805558017601,0.045254109011637,-2.22453058569998,"AVIL"
"ENSG00000135424",1.52981347398138,4.21993445660131,3.53719887348651,0.000598525642121629,0.0116075455594628,-0.483417803731221,"ITGA7"
"ENSG00000135426",0.535430275525559,1.48482931781318,1.81339642165575,0.0725635136667026,0.22892495654464,-4.49938583941208,"TESPA1"
"ENSG00000135437",0.346099527944324,2.48371488457162,0.935376169959664,0.351693011324739,0.561921299701449,-5.64867318867968,"RDH5"
"ENSG00000135439",0.000523487187299126,3.29607409168583,0.00184404025357078,0.998532090643923,0.99910259824323,-6.09489081636801,"AGAP2"
"ENSG00000135441",-0.28856220516766,6.04542297099479,-0.988037271839325,0.32535525119646,0.537756438056528,-5.87215677508209,"BLOC1S1"
"ENSG00000135446",-0.218531065827637,3.95265639763448,-0.788233390565138,0.432296648615341,0.633269933981714,-5.85767548767827,"CDK4"
"ENSG00000135451",1.12051843471193,0.88138303575284,3.92739398342567,0.000152072574904054,0.0047892007468527,0.8011696453516,"TROAP"
"ENSG00000135452",-0.580680637746003,4.14429519880276,-2.06419298610377,0.0414091559300996,0.164732539584834,-4.14946745053933,"TSPAN31"
"ENSG00000135457",-0.308647462911763,2.46760739016689,-1.14677113525233,0.254024775805295,0.46632711303526,-5.42444446933948,"TFCP2"
"ENSG00000135469",0.2880595115189,1.26776487800174,1.01441036964262,0.312666947152519,0.525673326615975,-5.55775441141226,"COQ10A"
"ENSG00000135473",0.12011332995318,2.82214260781395,0.359800927313876,0.719702579923562,0.842439637514172,-6.00321837159182,"PAN2"
"ENSG00000135476",-0.289106917772092,1.11559403969515,-0.994298052852152,0.322312813412748,0.535138989847187,-5.57822855917457,"ESPL1"
"ENSG00000135480",-1.19600468257646,5.38013929304111,-3.36521708667528,0.00106160556439106,0.017026979727746,-1.04323918152487,"KRT7"
"ENSG00000135482",0.232695982848456,1.40938623815841,0.9747786932368,0.331860615237119,0.54346530425181,-5.59247997351845,"ZC3H10"
"ENSG00000135486",-0.495582786219276,7.35693691729399,-2.83903204103431,0.00541279295692956,0.0498932150794625,-2.61436581986605,"HNRNPA1"
"ENSG00000135503",0.0662415504400266,4.76011440668872,0.277501242825347,0.781928734926472,0.880494531413274,-6.19901547175118,"ACVR1B"
"ENSG00000135506",-0.247463709908971,6.71457214590966,-1.35772703373919,0.177396329593468,0.381369252946858,-5.49992981592874,"OS9"
"ENSG00000135519",-0.407572116868669,1.39595396866597,-1.36791780064217,0.174193323775936,0.3780557128834,-5.16156675446433,"KCNH3"
"ENSG00000135521",-0.49220038157735,1.50074417278649,-1.61372642846827,0.109521376746892,0.290487470146209,-4.81739012322958,"LTV1"
"ENSG00000135525",-1.32051658788122,2.15859239431178,-4.39867580244858,2.57468859583293e-05,0.00151106255792891,2.39824433256036,"MAP7"
"ENSG00000135535",-0.436691191714054,6.75613967098519,-1.84946778907057,0.0671401726923066,0.218755390596676,-4.74580061755679,"CD164"
"ENSG00000135537",0.068403723936833,1.75866654672837,0.214675078106692,0.830427766203072,0.909440419667088,-6.0189513305781,"AFG1L"
"ENSG00000135540",-0.584499193978829,1.63404368131999,-1.83464700180941,0.0693261054544564,0.222565062993512,-4.46493862996264,"NHSL1"
"ENSG00000135541",-0.209318841537825,2.66640727087791,-0.654580725627563,0.51413719489657,0.69880560708034,-5.86102819404498,"AHI1"
"ENSG00000135549",-0.377683762964774,1.94909446638733,-1.00553854714424,0.316897857588703,0.529684205697598,-5.56160424851595,"PKIB"
"ENSG00000135587",-0.397543179090273,3.17592020126268,-1.28129724762739,0.202849019101078,0.411616757258863,-5.30630911678792,"SMPD2"
"ENSG00000135596",0.240231116545877,5.50420144843922,1.06280647383538,0.290253759634714,0.503072272257047,-5.75894492431121,"MICAL1"
"ENSG00000135597",0.0216181222737191,4.16212828357096,0.0759578042886395,0.939593989042439,0.968995652478248,-6.17511047396423,"REPS1"
"ENSG00000135604",0.470877188320214,5.30312581534004,1.92168491611678,0.0572957494175364,0.199827374443088,-4.52157085678063,"STX11"
"ENSG00000135605",0.105540169451914,1.35211058815193,0.389047534908826,0.69801130048212,0.828059435124144,-5.97146368008607,"TEC"
"ENSG00000135617",-0.293453163467266,1.39427815784291,-0.982093174874723,0.328261269877277,0.540618286033561,-5.59068193516287,"PRADC1"
"ENSG00000135624",-1.03149931646293,5.11064761313822,-4.54863781671864,1.42573812088609e-05,0.00100185275131323,2.91666091587928,"CCT7"
"ENSG00000135632",-0.629745298808687,1.46236074482109,-1.8904212045884,0.0613971914168367,0.207877732976019,-4.36956851717977,"SMYD5"
"ENSG00000135636",0.330564864187446,7.03359881493068,1.23493473293619,0.219549840909447,0.430204577597979,-5.67473161223375,"DYSF"
"ENSG00000135637",0.396838282799522,1.3591961428542,1.54583198359538,0.125086945307753,0.314543677494935,-4.92061037239633,"CCDC142"
"ENSG00000135655",0.15385558652082,8.22043372122254,0.721956236396488,0.471890423086854,0.665933260966409,-6.22230647873516,"USP15"
"ENSG00000135677",-0.323113107808753,6.72540378766633,-1.47730698365408,0.1425199714497,0.338890432870531,-5.33568480553237,"GNS"
"ENSG00000135678",-0.218649786923412,4.93439077672351,-0.789104817839896,0.431789388788281,0.632645135326074,-5.95164708102608,"CPM"
"ENSG00000135679",-0.334103345156002,6.51772947651993,-1.71608466543855,0.089029880710814,0.256246497304109,-4.95835526521434,"MDM2"
"ENSG00000135686",-0.132782419419388,3.26404251078378,-0.540657817973001,0.589863053047131,0.754050745737358,-5.9482570380986,"KLHL36"
"ENSG00000135698",-0.571493629064618,3.33029583672229,-1.75487036457337,0.082133367063402,0.245134453613109,-4.64480522236393,"MPHOSPH6"
"ENSG00000135709",0.0766731687362805,4.51279057987324,0.356005950137446,0.722534495535133,0.844168559734031,-6.15116058436681,"KIAA0513"
"ENSG00000135720",-0.320964957975272,4.76838039137524,-1.47886488049818,0.142103633580794,0.338208374576404,-5.18292002451765,"DYNC1LI2"
"ENSG00000135722",-0.00226974924656956,1.46670551052104,-0.00741873839397154,0.994094521047465,0.996766134170321,-6.04656128358271,"FBXL8"
"ENSG00000135723",0.0802643626070158,4.14708580621073,0.308114542065403,0.758591987074232,0.866156837471088,-6.13286534142451,"FHOD1"
"ENSG00000135747",0.629528103453213,1.63636206700701,1.74207483339596,0.0843583079300705,0.248663409568135,-4.61569942549013,"ZNF670-ZNF695"
"ENSG00000135749",-0.000554203815968615,3.57987545141919,-0.0015692016233907,0.998750869942465,0.999163439653357,-6.11835399595184,"PCNX2"
"ENSG00000135750",-0.91419050984457,1.93152186477786,-2.75339657039492,0.00692725625592004,0.0579603164264605,-2.56470375270319,"KCNK1"
"ENSG00000135766",-0.133115551978252,4.49804583669869,-0.535121268370098,0.593672325079963,0.756966115097702,-6.06897349459361,"EGLN1"
"ENSG00000135775",-0.395575668119045,1.99521976644622,-1.27774956845229,0.204092850876745,0.412828859462135,-5.26636493971354,"COG2"
"ENSG00000135776",-0.0278687079061496,1.95099130607246,-0.106971447501358,0.915011208038503,0.955249555982551,-6.03436025113601,"ABCB10"
"ENSG00000135778",-0.448300394823899,2.37094379988582,-1.46604564701858,0.145557786446685,0.343041284285977,-5.02838322867905,"NTPCR"
"ENSG00000135801",-0.533139159486049,2.14788597310265,-1.96312175708057,0.0522178676025372,0.18963012406298,-4.23652270734624,"TAF5L"
"ENSG00000135821",-0.227075075784212,10.7846138832045,-1.60884311474717,0.110586495193238,0.291785191561503,-5.29960390669623,"GLUL"
"ENSG00000135823",0.0288017825610382,3.99253812385167,0.113644966279451,0.909731419905608,0.95230960509398,-6.15258424032907,"STX6"
"ENSG00000135828",0.610266802605066,3.0672859915865,2.72609044350363,0.00748583956853044,0.0604032471878846,-2.6503027927536,"RNASEL"
"ENSG00000135829",0.201844312741904,5.29188589460724,1.06411310414464,0.289664225221989,0.502376561898398,-5.74094545292877,"DHX9"
"ENSG00000135837",0.0403858380198757,4.4899821939225,0.208292035976644,0.835395470358282,0.912621794514381,-6.18848674539373,"CEP350"
"ENSG00000135838",0.0286920239070144,7.03288266801564,0.148337754472574,0.882354389562019,0.937770841321001,-6.40689226954016,"NPL"
"ENSG00000135842",0.0558300904500798,7.17369533953087,0.274732948374073,0.784049231467162,0.88162861437574,-6.38901885781088,"NIBAN1"
"ENSG00000135845",0.239455951034509,2.37765764620688,0.801353681940862,0.424696386497127,0.627355993251318,-5.7375403855789,"PIGC"
"ENSG00000135862",-0.728327816936207,2.45136505146266,-2.1617320817555,0.0328592154888286,0.142760295461842,-3.86703724229067,"LAMC1"
"ENSG00000135870",0.210246835729379,4.9949166967802,0.814024825833652,0.417432002436243,0.621015805390291,-5.939058550893,"RC3H1"
"ENSG00000135899",1.07123454068044,6.41245163844029,4.93336327390513,2.96857901332003e-06,0.000415336010167187,4.34566651521517,"SP110"
"ENSG00000135900",0.0551574688779684,2.84346812124106,0.198396355230826,0.843110052372045,0.91664015268646,-6.04505271710812,"MRPL44"
"ENSG00000135903",0.644924830490277,1.12142261368327,2.6435919285127,0.00943108915354494,0.0698747834685812,-2.82285067528571,"PAX3"
"ENSG00000135905",-0.0529461264142114,4.72991375553153,-0.229969014525977,0.818553305015608,0.902845800633109,-6.20730277570091,"DOCK10"
"ENSG00000135912",-0.338541984181404,5.11164047285206,-1.50351930653028,0.135640279878453,0.329583375049675,-5.17891985661799,"TTLL4"
"ENSG00000135913",0.265720543494465,2.764481854659,0.907787298186852,0.366023141519578,0.573389443620429,-5.67036708015271,"USP37"
"ENSG00000135916",-0.427879201717256,1.72784617566953,-1.38428698365557,0.169140366390713,0.371208619235641,-5.13959776630373,"ITM2C"
"ENSG00000135917",-0.364927546713527,2.75570837908323,-0.961651070284118,0.338385135466825,0.54969122815599,-5.62527886611583,"SLC19A3"
"ENSG00000135924",-0.165255386902678,4.45397168910674,-0.633652559750371,0.52765482548109,0.709242675869675,-6.00963058241232,"DNAJB2"
"ENSG00000135926",-0.162476758612622,7.64064282284294,-1.29783414600549,0.197124939303221,0.40510790805003,-5.62807020137651,"TMBIM1"
"ENSG00000135929",-1.7062491336094,5.48818605735645,-4.91570567530371,3.19536163473418e-06,0.000435402754924214,4.30103266509909,"CYP27A1"
"ENSG00000135930",0.214501122479007,5.24266633688546,0.952340124074152,0.343063023096231,0.554571942429875,-5.84585113444055,"EIF4E2"
"ENSG00000135931",-0.270518649730283,2.53180077690775,-0.7180144632547,0.474307448441038,0.667360843770411,-5.81576670696603,"ARMC9"
"ENSG00000135932",-0.152869678444185,6.06393960235868,-0.827684404239536,0.409684709945294,0.61388368995129,-6.01790540596695,"CAB39"
"ENSG00000135940",-0.260164431651479,5.54412078875192,-1.19459017716003,0.234878840734032,0.446927075473259,-5.61670304047692,"COX5B"
"ENSG00000135945",-0.293903976889235,3.57011061579129,-1.0766917299056,0.284030738874479,0.496772064230887,-5.56529976595925,"REV1"
"ENSG00000135951",-0.594711021712704,2.80555424703116,-1.69090816579043,0.0937546417544677,0.265298274925633,-4.71409244047216,"TSGA10"
"ENSG00000135953",0.0468349730050338,1.33185679705468,0.173282110908918,0.862755866839842,0.926048663153663,-6.03020777244252,"MFSD9"
"ENSG00000135956",-0.375921587688673,5.95104682247628,-1.97170737608513,0.0512148879069382,0.187464913221612,-4.47440779909881,"TMEM127"
"ENSG00000135966",-0.47200626036359,1.58587117306387,-1.91909119748775,0.0576269937770478,0.200625414904763,-4.31721127772617,"TGFBRAP1"
"ENSG00000135968",0.238454313155702,5.32057831624091,1.17809534638355,0.241362527413884,0.453678992847554,-5.62085300049634,"GCC2"
"ENSG00000135972",-0.433792976438644,1.03028641526719,-1.46049755547732,0.14707278775715,0.344540377359029,-5.0432116688715,"MRPS9"
"ENSG00000135974",0.162131115780298,2.19499835695737,0.522076977142667,0.602691925166344,0.763411264889419,-5.91744428791939,"C2orf49"
"ENSG00000135976",0.134522766154995,2.51789293147681,0.514811245326619,0.60774286401018,0.767322849020772,-5.92711777925793,"ANKRD36"
"ENSG00000135999",0.282204827951024,3.88802593172135,1.17749312966646,0.241601637204295,0.454053448667702,-5.4882518800601,"EPC2"
"ENSG00000136002",-0.101914683262979,1.22067802419879,-0.337153797158409,0.736658992539269,0.852732984641379,-5.99272304261163,"ARHGEF4"
"ENSG00000136003",-0.668206594184686,5.29255038372741,-2.54471051303115,0.0123580084165573,0.0818124173584507,-3.21888061491071,"ISCU"
"ENSG00000136021",-0.011623168996349,5.39343540958299,-0.0588149402111713,0.953208809546881,0.976066628612369,-6.295356197811,"SCYL2"
"ENSG00000136026",0.0351467750812943,5.76328970733525,0.168219854538113,0.866726717588649,0.928307437009554,-6.3156629150057,"CKAP4"
"ENSG00000136040",0.395081568351858,7.78363153244575,1.48325686296503,0.14093500281456,0.336602879759815,-5.38645161879415,"PLXNC1"
"ENSG00000136044",0.273213121031746,5.73226473777295,1.27196577349913,0.206132725282712,0.415500360841278,-5.54292246410459,"APPL2"
"ENSG00000136045",-0.919419558593189,2.51659500696625,-2.78157219777491,0.00639092529717696,0.0551463653120941,-2.49207616899109,"PWP1"
"ENSG00000136048",0.59669824358472,6.09471068233947,3.02132857901548,0.00314612971512325,0.035544234056223,-2.07035452280542,"DRAM1"
"ENSG00000136051",0.387895956927817,5.99372896602296,1.58576206861109,0.11573350972708,0.300156255780098,-5.13150373755811,"WASHC4"
"ENSG00000136052",-1.17991989115766,3.18512233667306,-3.55590368353913,0.000561706912726994,0.0110855759728363,-0.374646794311887,"SLC41A2"
"ENSG00000136059",-0.128297159380858,3.97029398933322,-0.402344994628278,0.688229844114087,0.822208481752105,-6.07723738470034,"VILL"
